Record_ID,State,District,Crop,Season,Year,Soil_Type,N_kg_ha,P_kg_ha,K_kg_ha,pH,Avg_Temperature_C,Humidity_pct,Rainfall_mm,Fertilizer_Used_kg_ha,Yield_tons_per_ha
3728,Punjab,Patiala,Cotton,Kharif,2022,Alluvial,53,48,39,7.88,22.7,70.0,378.6,72.5,2.1
3729,Uttar Pradesh,Kanpur,Wheat,Rabi,2022,Alluvial,134,80,42,7.08,20.0,70.0,441.9,193.5,4.61
3730,Uttar Pradesh,Kanpur,Rice,Kharif,2022,Alluvial,98,39,45,6.92,21.5,70.0,649.1,117.3,3.78
3731,Uttar Pradesh,Kanpur,Maize,Kharif,2022,Alluvial,93,30,36,7.23,19.0,70.0,439.2,101.9,3.16
3732,Uttar Pradesh,Kanpur,Cotton,Kharif,2022,Alluvial,86,68,44,7.19,22.4,70.0,638.4,169.5,2.66
3733,Uttar Pradesh,Varanasi,Wheat,Rabi,2022,Alluvial,116,62,50,7.19,24.6,70.0,876.3,174.2,4.56
3734,Uttar Pradesh,Varanasi,Rice,Kharif,2022,Alluvial,94,58,29,7.76,18.4,70.0,322.5,139.8,3.18
3735,Uttar Pradesh,Varanasi,Maize,Kharif,2022,Alluvial,102,43,30,6.91,19.4,70.0,731.5,154.0,3.8
3736,Uttar Pradesh,Varanasi,Cotton,Kharif,2022,Alluvial,65,26,39,6.81,25.3,70.0,874.3,98.5,2.04
3737,West Bengal,Hooghly,Wheat,Rabi,2022,Alluvial,117,48,64,6.35,21.7,70.0,751.0,187.4,4.25
3738,West Bengal,Hooghly,Rice,Kharif,2022,Alluvial,116,49,62,6.73,25.9,70.0,865.2,161.4,4.35
3739,West Bengal,Hooghly,Maize,Kharif,2022,Alluvial,81,47,22,6.36,27.7,70.0,680.0,119.7,3.25
3740,West Bengal,Hooghly,Cotton,Kharif,2022,Alluvial,74,37,51,6.55,27.7,70.0,636.4,125.0,2.49
3741,West Bengal,Bardhaman,Wheat,Rabi,2022,Clay Loam,19,14,13,4.34,37.7,70.0,93.3,18.1,0.21
3742,West Bengal,Bardhaman,Rice,Kharif,2022,Clay Loam,4,16,11,4.57,39.4,70.0,58.1,24.9,0.38
3743,West Bengal,Bardhaman,Maize,Kharif,2022,Clay Loam,75,41,42,6.17,24.6,70.0,713.0,108.9,3.44
3744,West Bengal,Bardhaman,Cotton,Kharif,2022,Clay Loam,97,33,46,6.18,28.6,70.0,735.5,124.3,2.41
3745,Maharashtra,Nashik,Wheat,Rabi,2022,Black Soil,148,64,39,7.91,20.6,70.0,358.3,179.1,4.36
3746,Maharashtra,Nashik,Rice,Kharif,2022,Black Soil,120,86,51,7.85,23.0,70.0,577.0,169.5,4.07
3747,Maharashtra,Nashik,Maize,Kharif,2022,Black Soil,114,54,29,7.43,20.5,70.0,519.3,154.1,3.6
3748,Maharashtra,Nashik,Cotton,Kharif,2022,Black Soil,61,41,33,7.64,28.0,70.0,315.7,105.1,2.02
3749,Maharashtra,Pune,Wheat,Rabi,2022,Black Soil,123,67,47,7.34,22.3,70.0,810.2,185.8,4.58
3750,Maharashtra,Pune,Rice,Kharif,2022,Black Soil,107,32,44,7.46,26.6,70.0,639.2,153.4,3.22
3751,Maharashtra,Pune,Maize,Kharif,2022,Black Soil,63,36,25,7.1,27.9,70.0,768.0,77.6,2.93
3752,Maharashtra,Pune,Cotton,Kharif,2022,Black Soil,53,63,41,7.49,25.5,70.0,360.9,104.1,2.18
3753,Tamil Nadu,Thanjavur,Wheat,Rabi,2022,Red Loam,16,6,14,4.61,36.7,70.0,112.9,6.4,0.21
3754,Tamil Nadu,Thanjavur,Rice,Kharif,2022,Red Loam,43,39,43,6.99,20.2,70.0,533.2,75.2,2.86
3755,Tamil Nadu,Thanjavur,Maize,Kharif,2022,Red Loam,103,20,27,6.64,25.4,70.0,886.4,114.4,3.13
3756,Tamil Nadu,Thanjavur,Cotton,Kharif,2022,Red Loam,85,43,46,6.94,20.7,70.0,561.8,119.8,2.84
3757,Andhra Pradesh,Kurnool,Wheat,Rabi,2022,Red Soil,124,69,37,7.3,25.7,70.0,769.3,194.5,4.63
3758,Andhra Pradesh,Kurnool,Rice,Kharif,2022,Red Soil,99,43,31,6.8,22.7,70.0,933.7,144.0,3.55
3759,Andhra Pradesh,Kurnool,Maize,Kharif,2022,Red Soil,97,43,21,7.39,22.6,70.0,615.5,110.4,3.34
3760,Andhra Pradesh,Kurnool,Cotton,Kharif,2022,Red Soil,88,25,54,6.74,20.6,70.0,371.1,119.6,2.4
3761,Punjab,Ludhiana,Wheat,Rabi,2023,Alluvial,98,55,61,7.41,21.4,70.0,324.8,143.4,4.33
3762,Punjab,Ludhiana,Rice,Kharif,2023,Alluvial,110,45,46,8.0,25.9,70.0,464.6,143.1,3.51
3763,Punjab,Ludhiana,Maize,Kharif,2023,Alluvial,65,27,14,7.17,22.8,70.0,608.5,100.8,2.62
3764,Punjab,Ludhiana,Cotton,Kharif,2023,Alluvial,70,37,31,7.05,29.3,70.0,577.0,122.2,2.25
3765,Punjab,Patiala,Wheat,Rabi,2023,Alluvial,148,76,43,7.4,23.3,70.0,785.3,211.4,5.11
3766,Punjab,Patiala,Rice,Kharif,2023,Alluvial,131,42,47,7.73,27.0,70.0,607.8,162.3,3.64
3767,Punjab,Patiala,Maize,Kharif,2023,Alluvial,124,31,12,7.71,18.0,70.0,785.8,131.5,2.9
3768,Punjab,Patiala,Cotton,Kharif,2023,Alluvial,47,31,62,7.67,18.4,70.0,574.5,69.2,2.25
3769,Uttar Pradesh,Kanpur,Wheat,Rabi,2023,Alluvial,112,70,22,7.11,23.4,70.0,729.7,164.8,4.1
3770,Uttar Pradesh,Kanpur,Rice,Kharif,2023,Alluvial,128,52,58,7.42,18.7,70.0,953.4,136.3,4.07
3771,Uttar Pradesh,Kanpur,Maize,Kharif,2023,Alluvial,126,26,22,8.04,19.3,70.0,413.3,156.9,2.62
3772,Uttar Pradesh,Kanpur,Cotton,Kharif,2023,Alluvial,93,56,66,6.98,28.8,70.0,368.2,110.5,2.83
3773,Uttar Pradesh,Varanasi,Wheat,Rabi,2023,Alluvial,113,78,44,7.45,26.6,70.0,361.6,163.7,4.47
3774,Uttar Pradesh,Varanasi,Rice,Kharif,2023,Alluvial,110,52,57,6.41,29.5,70.0,518.6,154.8,4.24
3775,Uttar Pradesh,Varanasi,Maize,Kharif,2023,Alluvial,22,12,12,4.04,39.2,70.0,57.0,2.3,0.31
3776,Uttar Pradesh,Varanasi,Cotton,Kharif,2023,Alluvial,84,37,39,7.14,19.2,70.0,973.4,91.9,2.51
3777,West Bengal,Hooghly,Wheat,Rabi,2023,Alluvial,106,67,34,6.18,26.2,70.0,668.9,151.4,4.19
3778,West Bengal,Hooghly,Rice,Kharif,2023,Alluvial,97,70,42,6.6,20.5,70.0,673.6,133.5,4.0
3779,West Bengal,Hooghly,Maize,Kharif,2023,Alluvial,78,48,21,6.23,26.3,70.0,910.8,130.7,3.02
3780,West Bengal,Hooghly,Cotton,Kharif,2023,Alluvial,42,38,25,6.66,24.6,70.0,725.8,103.5,1.77
3781,West Bengal,Bardhaman,Wheat,Rabi,2023,Clay Loam,93,66,51,6.32,20.5,70.0,375.5,144.9,4.07
3782,West Bengal,Bardhaman,Rice,Kharif,2023,Clay Loam,86,60,38,6.28,24.8,70.0,427.5,138.8,3.7
3783,West Bengal,Bardhaman,Maize,Kharif,2023,Clay Loam,13,3,5,4.73,38.9,70.0,143.7,10.5,0.32
3784,West Bengal,Bardhaman,Cotton,Kharif,2023,Clay Loam,94,51,38,6.2,23.3,70.0,382.4,111.2,2.61
3785,Maharashtra,Nashik,Wheat,Rabi,2023,Black Soil,117,64,51,7.84,28.8,70.0,497.3,154.9,4.33
3786,Maharashtra,Nashik,Rice,Kharif,2023,Black Soil,91,29,57,7.76,24.1,70.0,964.5,110.1,3.19
3787,Maharashtra,Nashik,Maize,Kharif,2023,Black Soil,120,39,32,7.86,25.3,70.0,657.0,167.1,3.43
3788,Maharashtra,Nashik,Cotton,Kharif,2023,Black Soil,65,38,52,7.35,18.4,70.0,505.2,89.5,2.37
3789,Maharashtra,Pune,Wheat,Rabi,2023,Black Soil,108,56,48,7.65,21.3,70.0,957.0,150.6,4.28
3790,Maharashtra,Pune,Rice,Kharif,2023,Black Soil,108,59,45,7.66,25.9,70.0,912.3,178.9,3.62
3791,Maharashtra,Pune,Maize,Kharif,2023,Black Soil,126,37,30,7.74,23.0,70.0,586.8,168.5,3.39
3792,Maharashtra,Pune,Cotton,Kharif,2023,Black Soil,79,36,43,7.44,28.8,70.0,963.2,106.5,2.34
3793,Tamil Nadu,Thanjavur,Wheat,Rabi,2023,Red Loam,87,66,32,6.73,22.3,70.0,767.4,129.9,4.04
3794,Tamil Nadu,Thanjavur,Rice,Kharif,2023,Red Loam,127,52,45,6.4,28.8,70.0,341.9,150.1,4.2
3795,Tamil Nadu,Thanjavur,Maize,Kharif,2023,Red Loam,88,29,41,7.22,23.6,70.0,583.4,116.7,3.19
3796,Tamil Nadu,Thanjavur,Cotton,Kharif,2023,Red Loam,62,35,37,6.92,27.6,70.0,778.5,105.6,2.06
3797,Andhra Pradesh,Kurnool,Wheat,Rabi,2023,Red Soil,102,56,21,7.21,28.7,70.0,970.7,145.3,3.66
3798,Andhra Pradesh,Kurnool,Rice,Kharif,2023,Red Soil,88,48,60,6.74,23.7,70.0,339.3,120.2,3.82
3799,Andhra Pradesh,Kurnool,Maize,Kharif,2023,Red Soil,86,31,35,6.47,18.3,70.0,853.8,103.6,3.34
3800,Andhra Pradesh,Kurnool,Cotton,Kharif,2023,Red Soil,90,41,28,7.18,20.4,70.0,635.5,85.9,2.49
3801,Punjab,Ludhiana,Wheat,Rabi,2019,Alluvial,129,53,32,7.45,18.5,70.0,521.3,175.3,4.22
3802,Punjab,Ludhiana,Rice,Kharif,2019,Alluvial,115,47,57,7.1,27.5,70.0,645.2,143.1,4.12
3803,Punjab,Ludhiana,Maize,Kharif,2019,Alluvial,85,39,19,7.46,25.8,70.0,771.9,104.5,3.04
3804,Punjab,Ludhiana,Cotton,Kharif,2019,Alluvial,61,30,44,7.04,24.7,70.0,757.4,77.6,2.32
3805,Punjab,Patiala,Wheat,Rabi,2019,Alluvial,18,16,14,4.04,35.1,70.0,91.5,19.8,0.13
3806,Punjab,Patiala,Rice,Kharif,2019,Alluvial,105,42,36,6.93,20.9,70.0,686.9,136.9,3.65
3807,Punjab,Patiala,Maize,Kharif,2019,Alluvial,97,61,31,7.01,18.3,70.0,749.5,160.1,3.73
3808,Punjab,Patiala,Cotton,Kharif,2019,Alluvial,15,13,11,4.17,37.5,70.0,110.6,29.7,0.1
3809,Uttar Pradesh,Kanpur,Wheat,Rabi,2019,Alluvial,139,61,61,7.28,26.5,70.0,500.3,169.1,4.64
3810,Uttar Pradesh,Kanpur,Rice,Kharif,2019,Alluvial,90,38,54,7.4,18.6,70.0,352.4,130.4,3.4
3811,Uttar Pradesh,Kanpur,Maize,Kharif,2019,Alluvial,3,1,9,4.9,40.3,70.0,118.8,19.4,0.23
3812,Uttar Pradesh,Kanpur,Cotton,Kharif,2019,Alluvial,55,41,35,6.93,18.7,70.0,699.6,102.5,2.07
3813,Uttar Pradesh,Varanasi,Wheat,Rabi,2019,Alluvial,116,57,44,6.87,21.5,70.0,570.6,163.4,4.51
3814,Uttar Pradesh,Varanasi,Rice,Kharif,2019,Alluvial,25,13,10,5.4,38.5,70.0,105.2,28.3,1.35
3815,Uttar Pradesh,Varanasi,Maize,Kharif,2019,Alluvial,96,57,18,6.66,22.9,70.0,351.2,107.5,3.25
3816,Uttar Pradesh,Varanasi,Cotton,Kharif,2019,Alluvial,80,32,54,7.88,22.2,70.0,302.1,100.2,2.17
3817,West Bengal,Hooghly,Wheat,Rabi,2019,Alluvial,22,11,8,4.43,37.3,70.0,50.3,24.4,0.29
3818,West Bengal,Hooghly,Rice,Kharif,2019,Alluvial,105,70,71,6.12,19.8,70.0,315.1,156.5,4.26
3819,West Bengal,Hooghly,Maize,Kharif,2019,Alluvial,17,6,5,4.66,40.4,70.0,116.4,12.7,0.25
3820,West Bengal,Hooghly,Cotton,Kharif,2019,Alluvial,117,24,30,6.24,28.6,70.0,417.0,150.2,2.27
3821,West Bengal,Bardhaman,Wheat,Rabi,2019,Clay Loam,148,49,39,5.9,26.1,70.0,743.5,173.3,4.09
3822,West Bengal,Bardhaman,Rice,Kharif,2019,Clay Loam,0,15,0,4.52,40.9,70.0,131.9,14.8,0.1
3823,West Bengal,Bardhaman,Maize,Kharif,2019,Clay Loam,106,32,23,6.78,18.7,70.0,337.1,139.2,3.42
3824,West Bengal,Bardhaman,Cotton,Kharif,2019,Clay Loam,87,51,37,6.37,20.4,70.0,523.8,151.9,2.28
3825,Maharashtra,Nashik,Wheat,Rabi,2019,Black Soil,107,47,40,7.68,27.0,70.0,636.7,149.6,3.66
3826,Maharashtra,Nashik,Rice,Kharif,2019,Black Soil,95,62,55,7.83,24.2,70.0,827.7,153.1,3.78
3827,Maharashtra,Nashik,Maize,Kharif,2019,Black Soil,80,58,39,7.93,23.6,70.0,447.8,136.5,3.31
3828,Maharashtra,Nashik,Cotton,Kharif,2019,Black Soil,87,45,50,7.4,23.2,70.0,750.4,107.6,2.75
3829,Maharashtra,Pune,Wheat,Rabi,2019,Black Soil,134,59,58,7.24,22.3,70.0,926.7,155.2,4.63
3830,Maharashtra,Pune,Rice,Kharif,2019,Black Soil,73,38,51,7.34,19.5,70.0,718.6,112.9,3.19
3831,Maharashtra,Pune,Maize,Kharif,2019,Black Soil,97,47,39,7.15,29.5,70.0,850.1,147.8,3.59
3832,Maharashtra,Pune,Cotton,Kharif,2019,Black Soil,2,7,14,4.85,39.6,70.0,97.1,18.7,0.1
3833,Tamil Nadu,Thanjavur,Wheat,Rabi,2019,Red Loam,106,61,42,6.8,19.7,70.0,374.6,176.1,4.15
3834,Tamil Nadu,Thanjavur,Rice,Kharif,2019,Red Loam,78,39,53,6.77,22.2,70.0,994.2,123.3,3.47
3835,Tamil Nadu,Thanjavur,Maize,Kharif,2019,Red Loam,4,15,2,4.39,35.5,70.0,85.6,6.1,0.34
3836,Tamil Nadu,Thanjavur,Cotton,Kharif,2019,Red Loam,52,41,56,7.49,22.2,70.0,792.1,87.5,2.16
3837,Andhra Pradesh,Kurnool,Wheat,Rabi,2019,Red Soil,102,66,18,7.45,24.9,70.0,351.2,150.0,3.52
3838,Andhra Pradesh,Kurnool,Rice,Kharif,2019,Red Soil,124,43,58,7.46,24.3,70.0,729.1,168.4,3.86
3839,Andhra Pradesh,Kurnool,Maize,Kharif,2019,Red Soil,74,51,27,6.85,21.1,70.0,341.5,98.3,3.44
3840,Andhra Pradesh,Kurnool,Cotton,Kharif,2019,Red Soil,79,30,59,7.1,28.6,70.0,346.1,93.6,2.38
3841,Punjab,Ludhiana,Wheat,Rabi,2020,Alluvial,147,63,33,7.53,21.2,70.0,499.0,203.9,4.49
3842,Punjab,Ludhiana,Rice,Kharif,2020,Alluvial,100,62,43,7.35,21.2,70.0,881.2,154.2,3.63
3843,Punjab,Ludhiana,Maize,Kharif,2020,Alluvial,78,40,42,7.29,25.0,70.0,694.0,102.0,3.27
3844,Punjab,Ludhiana,Cotton,Kharif,2020,Alluvial,82,40,48,7.54,26.1,70.0,749.8,117.6,2.45
3845,Punjab,Patiala,Wheat,Rabi,2020,Alluvial,137,55,48,7.68,25.5,70.0,596.2,193.4,4.63
3846,Punjab,Patiala,Rice,Kharif,2020,Alluvial,93,50,59,7.73,28.1,70.0,397.2,123.0,3.68
3847,Punjab,Patiala,Maize,Kharif,2020,Alluvial,92,44,54,7.57,18.6,70.0,694.8,125.7,3.51
3848,Punjab,Patiala,Cotton,Kharif,2020,Alluvial,85,41,40,7.22,26.1,70.0,394.0,98.5,2.48
3849,Uttar Pradesh,Kanpur,Wheat,Rabi,2020,Alluvial,125,59,60,7.5,25.4,70.0,780.1,180.5,4.4
3850,Uttar Pradesh,Kanpur,Rice,Kharif,2020,Alluvial,92,64,54,6.98,29.3,70.0,336.0,130.2,4.15
3851,Uttar Pradesh,Kanpur,Maize,Kharif,2020,Alluvial,80,43,38,7.72,20.2,70.0,825.7,122.1,3.28
3852,Uttar Pradesh,Kanpur,Cotton,Kharif,2020,Alluvial,33,38,42,7.26,25.4,70.0,454.1,87.3,1.98
3853,Uttar Pradesh,Varanasi,Wheat,Rabi,2020,Alluvial,120,70,43,6.92,21.6,70.0,936.5,201.9,4.67
3854,Uttar Pradesh,Varanasi,Rice,Kharif,2020,Alluvial,132,50,50,7.2,26.9,70.0,816.9,155.4,3.96
3855,Uttar Pradesh,Varanasi,Maize,Kharif,2020,Alluvial,90,48,25,6.59,27.0,70.0,902.2,122.2,3.59
3856,Uttar Pradesh,Varanasi,Cotton,Kharif,2020,Alluvial,58,25,25,7.14,21.4,70.0,775.2,73.0,1.94
3857,West Bengal,Hooghly,Wheat,Rabi,2020,Alluvial,77,52,56,6.62,22.8,70.0,484.0,116.0,3.79
3858,West Bengal,Hooghly,Rice,Kharif,2020,Alluvial,87,57,45,6.72,24.1,70.0,620.0,149.0,3.77
3859,West Bengal,Hooghly,Maize,Kharif,2020,Alluvial,86,33,29,6.43,22.7,70.0,557.0,106.5,3.16
3860,West Bengal,Hooghly,Cotton,Kharif,2020,Alluvial,71,38,35,6.56,21.9,70.0,570.2,95.1,2.15
3861,West Bengal,Bardhaman,Wheat,Rabi,2020,Clay Loam,111,60,38,6.06,19.6,70.0,793.9,154.7,4.18
3862,West Bengal,Bardhaman,Rice,Kharif,2020,Clay Loam,82,43,62,5.94,27.6,70.0,632.6,108.4,3.7
3863,West Bengal,Bardhaman,Maize,Kharif,2020,Clay Loam,84,54,28,6.26,21.4,70.0,470.1,122.7,3.44
3864,West Bengal,Bardhaman,Cotton,Kharif,2020,Clay Loam,84,52,46,6.42,20.1,70.0,592.6,117.5,2.41
3865,Maharashtra,Nashik,Wheat,Rabi,2020,Black Soil,105,51,34,8.06,22.1,70.0,753.9,172.7,3.58
3866,Maharashtra,Nashik,Rice,Kharif,2020,Black Soil,106,52,32,8.12,26.9,70.0,923.9,137.9,3.18
3867,Maharashtra,Nashik,Maize,Kharif,2020,Black Soil,74,46,29,7.96,25.9,70.0,948.0,108.9,2.99
3868,Maharashtra,Nashik,Cotton,Kharif,2020,Black Soil,55,51,42,7.58,22.2,70.0,525.1,95.2,2.37
3869,Maharashtra,Pune,Wheat,Rabi,2020,Black Soil,135,65,27,7.51,18.6,70.0,740.6,184.0,4.32
3870,Maharashtra,Pune,Rice,Kharif,2020,Black Soil,6,8,12,4.38,37.7,70.0,85.5,29.9,0.16
3871,Maharashtra,Pune,Maize,Kharif,2020,Black Soil,20,4,9,4.33,40.2,70.0,135.7,11.6,0.23
3872,Maharashtra,Pune,Cotton,Kharif,2020,Black Soil,58,39,31,7.43,19.9,70.0,843.9,63.9,2.08
3873,Tamil Nadu,Thanjavur,Wheat,Rabi,2020,Red Loam,107,45,33,6.61,20.6,70.0,975.1,175.1,3.98
3874,Tamil Nadu,Thanjavur,Rice,Kharif,2020,Red Loam,114,66,41,6.62,29.4,70.0,926.9,140.0,4.06
3875,Tamil Nadu,Thanjavur,Maize,Kharif,2020,Red Loam,118,27,39,6.77,26.1,70.0,600.6,148.6,3.6
3876,Tamil Nadu,Thanjavur,Cotton,Kharif,2020,Red Loam,111,32,50,6.93,29.7,70.0,363.3,120.0,2.6
3877,Andhra Pradesh,Kurnool,Wheat,Rabi,2020,Red Soil,1,0,6,4.12,37.3,70.0,82.8,15.4,0.1
3878,Andhra Pradesh,Kurnool,Rice,Kharif,2020,Red Soil,109,43,58,7.15,26.7,70.0,318.9,149.5,3.9
3879,Andhra Pradesh,Kurnool,Maize,Kharif,2020,Red Soil,92,33,32,7.51,27.8,70.0,342.4,121.0,3.18
3880,Andhra Pradesh,Kurnool,Cotton,Kharif,2020,Red Soil,4,5,9,5.46,37.6,70.0,64.3,3.5,0.13
3881,Punjab,Ludhiana,Wheat,Rabi,2021,Alluvial,144,43,44,6.9,29.1,70.0,862.9,163.6,4.53
3882,Punjab,Ludhiana,Rice,Kharif,2021,Alluvial,130,53,44,7.65,27.1,70.0,440.4,175.4,3.67
3883,Punjab,Ludhiana,Maize,Kharif,2021,Alluvial,107,43,38,7.11,18.6,70.0,381.3,132.7,3.71
3884,Punjab,Ludhiana,Cotton,Kharif,2021,Alluvial,11,9,2,4.07,35.6,70.0,117.9,5.7,0.16
3885,Punjab,Patiala,Wheat,Rabi,2021,Alluvial,113,56,31,7.53,27.0,70.0,530.8,150.6,3.84
3886,Punjab,Patiala,Rice,Kharif,2021,Alluvial,25,16,11,4.46,35.9,70.0,68.3,24.7,0.35
3887,Punjab,Patiala,Maize,Kharif,2021,Alluvial,85,39,38,7.35,21.6,70.0,803.5,89.7,3.38
3888,Punjab,Patiala,Cotton,Kharif,2021,Alluvial,81,36,33,7.81,27.7,70.0,435.5,102.3,2.23
3889,Uttar Pradesh,Kanpur,Wheat,Rabi,2021,Alluvial,149,58,24,7.2,19.9,70.0,966.9,191.6,4.35
3890,Uttar Pradesh,Kanpur,Rice,Kharif,2021,Alluvial,101,53,53,7.4,23.9,70.0,958.9,138.5,3.68
3891,Uttar Pradesh,Kanpur,Maize,Kharif,2021,Alluvial,54,45,17,6.77,27.6,70.0,367.1,125.7,2.72
3892,Uttar Pradesh,Kanpur,Cotton,Kharif,2021,Alluvial,10,15,9,4.54,41.2,70.0,113.2,5.8,0.3
3893,Uttar Pradesh,Varanasi,Wheat,Rabi,2021,Alluvial,121,73,45,7.09,28.9,70.0,601.8,182.5,4.78
3894,Uttar Pradesh,Varanasi,Rice,Kharif,2021,Alluvial,118,54,55,6.7,24.8,70.0,583.7,152.9,4.37
3895,Uttar Pradesh,Varanasi,Maize,Kharif,2021,Alluvial,84,35,38,6.74,23.8,70.0,348.9,134.4,3.5
3896,Uttar Pradesh,Varanasi,Cotton,Kharif,2021,Alluvial,89,47,43,7.53,18.6,70.0,678.1,127.0,2.77
3897,West Bengal,Hooghly,Wheat,Rabi,2021,Alluvial,137,56,32,6.36,26.1,70.0,369.1,178.9,4.42
3898,West Bengal,Hooghly,Rice,Kharif,2021,Alluvial,106,60,33,7.1,23.4,70.0,396.9,163.1,3.74
3899,West Bengal,Hooghly,Maize,Kharif,2021,Alluvial,56,34,20,6.27,20.9,70.0,653.7,96.0,2.56
3900,West Bengal,Hooghly,Cotton,Kharif,2021,Alluvial,85,39,50,6.36,25.3,70.0,322.2,112.3,2.43
3901,West Bengal,Bardhaman,Wheat,Rabi,2021,Clay Loam,145,57,31,5.88,22.5,70.0,879.4,190.2,4.19
3902,West Bengal,Bardhaman,Rice,Kharif,2021,Clay Loam,124,46,37,5.52,21.8,70.0,454.2,154.9,3.66
3903,West Bengal,Bardhaman,Maize,Kharif,2021,Clay Loam,60,26,36,5.79,21.1,70.0,668.4,74.8,2.74
3904,West Bengal,Bardhaman,Cotton,Kharif,2021,Clay Loam,95,39,43,6.25,29.8,70.0,750.4,132.8,2.43
3905,Maharashtra,Nashik,Wheat,Rabi,2021,Black Soil,101,46,28,7.56,19.0,70.0,517.9,168.1,3.5
3906,Maharashtra,Nashik,Rice,Kharif,2021,Black Soil,145,33,59,7.77,21.5,70.0,657.4,183.2,3.67
3907,Maharashtra,Nashik,Maize,Kharif,2021,Black Soil,141,59,19,8.01,23.8,70.0,773.6,205.6,3.28
3908,Maharashtra,Nashik,Cotton,Kharif,2021,Black Soil,62,37,34,7.97,19.9,70.0,311.8,78.9,2.1
3909,Maharashtra,Pune,Wheat,Rabi,2021,Black Soil,117,58,47,7.72,28.4,70.0,594.3,169.2,4.34
3910,Maharashtra,Pune,Rice,Kharif,2021,Black Soil,135,47,56,7.31,20.0,70.0,383.5,157.1,3.98
3911,Maharashtra,Pune,Maize,Kharif,2021,Black Soil,70,32,25,7.67,24.6,70.0,928.0,98.9,2.79
3912,Maharashtra,Pune,Cotton,Kharif,2021,Black Soil,102,44,43,7.85,26.0,70.0,950.9,147.2,2.61
3913,Tamil Nadu,Thanjavur,Wheat,Rabi,2021,Red Loam,3,17,1,4.32,39.0,70.0,110.0,6.9,0.1
3914,Tamil Nadu,Thanjavur,Rice,Kharif,2021,Red Loam,86,53,40,6.97,28.6,70.0,803.8,137.4,3.52
3915,Tamil Nadu,Thanjavur,Maize,Kharif,2021,Red Loam,85,43,42,6.7,27.4,70.0,375.4,121.7,3.67
3916,Tamil Nadu,Thanjavur,Cotton,Kharif,2021,Red Loam,8,12,11,4.02,42.0,70.0,71.4,9.8,0.1
3917,Andhra Pradesh,Kurnool,Wheat,Rabi,2021,Red Soil,105,58,56,7.45,23.3,70.0,987.0,142.7,4.39
3918,Andhra Pradesh,Kurnool,Rice,Kharif,2021,Red Soil,105,28,50,7.15,24.0,70.0,404.5,109.6,3.5
3919,Andhra Pradesh,Kurnool,Maize,Kharif,2021,Red Soil,73,47,27,6.85,21.9,70.0,524.1,111.9,3.42
3920,Andhra Pradesh,Kurnool,Cotton,Kharif,2021,Red Soil,14,15,14,4.75,40.3,70.0,118.3,5.0,0.16
3921,Punjab,Ludhiana,Wheat,Rabi,2022,Alluvial,145,69,51,7.55,24.5,70.0,608.1,190.4,4.79
3922,Punjab,Ludhiana,Rice,Kharif,2022,Alluvial,123,29,40,7.46,18.2,70.0,840.4,145.1,3.49
3923,Punjab,Ludhiana,Maize,Kharif,2022,Alluvial,60,35,12,6.75,29.4,70.0,680.0,91.6,2.62
3924,Punjab,Ludhiana,Cotton,Kharif,2022,Alluvial,63,38,66,6.99,25.3,70.0,563.4,77.7,2.42
3925,Punjab,Patiala,Wheat,Rabi,2022,Alluvial,107,60,22,7.53,20.5,70.0,746.9,134.2,3.75
3926,Punjab,Patiala,Rice,Kharif,2022,Alluvial,111,59,44,7.18,19.1,70.0,938.2,148.0,3.93
3927,Punjab,Patiala,Maize,Kharif,2022,Alluvial,103,55,32,7.6,27.4,70.0,816.2,143.4,3.56
3928,Punjab,Patiala,Cotton,Kharif,2022,Alluvial,56,38,30,7.42,29.5,70.0,602.8,100.4,2.08
3929,Uttar Pradesh,Kanpur,Wheat,Rabi,2022,Alluvial,111,67,49,7.15,27.4,70.0,673.9,165.9,4.68
3930,Uttar Pradesh,Kanpur,Rice,Kharif,2022,Alluvial,117,66,48,7.51,19.8,70.0,851.4,178.2,3.89
3931,Uttar Pradesh,Kanpur,Maize,Kharif,2022,Alluvial,72,39,43,7.57,18.6,70.0,518.8,107.7,3.26
3932,Uttar Pradesh,Kanpur,Cotton,Kharif,2022,Alluvial,79,34,38,7.52,23.1,70.0,765.5,112.7,2.23
3933,Uttar Pradesh,Varanasi,Wheat,Rabi,2022,Alluvial,105,45,50,6.66,20.3,70.0,918.7,145.1,4.31
3934,Uttar Pradesh,Varanasi,Rice,Kharif,2022,Alluvial,160,58,46,7.54,19.4,70.0,745.1,198.9,4.02
3935,Uttar Pradesh,Varanasi,Maize,Kharif,2022,Alluvial,132,37,25,7.3,20.6,70.0,752.6,185.7,3.35
3936,Uttar Pradesh,Varanasi,Cotton,Kharif,2022,Alluvial,2,1,8,4.6,36.5,70.0,81.6,8.8,0.1
3937,West Bengal,Hooghly,Wheat,Rabi,2022,Alluvial,132,50,45,6.78,21.7,70.0,471.4,163.8,4.44
3938,West Bengal,Hooghly,Rice,Kharif,2022,Alluvial,98,46,55,6.07,22.4,70.0,598.0,135.0,3.87
3939,West Bengal,Hooghly,Maize,Kharif,2022,Alluvial,55,32,22,6.86,26.9,70.0,666.4,64.2,2.71
3940,West Bengal,Hooghly,Cotton,Kharif,2022,Alluvial,83,34,33,6.69,23.3,70.0,688.9,113.4,2.13
